questions_id,questions,num_respondents,options,Trump_perc,Clinton_perc,Others_Unknown_perc,state
20,Marital status,1817,Unmarried,49,45,6,Indiana
21,Marital status by gender,1817,Married men,65,29,6,Indiana
21,Marital status by gender,1817,Married women,57,37,6,Indiana
21,Marital status by gender,1817,Unmarried men,54,41,5,Indiana
21,Marital status by gender,1817,Unmarried women,45,48,7,Indiana
22,When did you decide presidential vote?,1817,Last few days,49,33,18,Indiana
22,When did you decide presidential vote?,1817,Last week,NA,NA,NA,Indiana
22,When did you decide presidential vote?,1817,In October,NA,NA,NA,Indiana
22,When did you decide presidential vote?,1817,In September,NA,NA,NA,Indiana
22,When did you decide presidential vote?,1817,Before September,60,37,3,Indiana
23,When did you decide presidential vote?,1817,In the last week,51,36,13,Indiana
23,When did you decide presidential vote?,1817,Before that,61,35,4,Indiana
24,When did you decide presidential vote?,1817,In the last month,53,34,13,Indiana
24,When did you decide presidential vote?,1817,Before that,61,35,4,Indiana
25,Opinion of presidential candidate you voted for,1817,Strongly favor ,61,36,3,Indiana
25,Opinion of presidential candidate you voted for,1817,Have reservations,55,41,4,Indiana
25,Opinion of presidential candidate you voted for,1817,Dislike opponents,56,36,8,Indiana
26,Most important issue facing the country,1817,Foreign policy,48,45,7,Indiana
26,Most important issue facing the country,1817,Immigration,NA,NA,NA,Indiana
26,Most important issue facing the country,1817,Economy,54,38,8,Indiana
26,Most important issue facing the country,1817,Terrorism,68,28,4,Indiana
27,Which candidate quality mattered most?,1817,Cares about me,45,52,3,Indiana
27,Which candidate quality mattered most?,1817,Can bring change,84,10,6,Indiana
27,Which candidate quality mattered most?,1817,Right experience,12,82,6,Indiana
27,Which candidate quality mattered most?,1817,Good judgment,34,54,12,Indiana
28,Illegal immigrants working in the U.S. should be:,1817,Offered legal status,45,50,5,Indiana
28,Illegal immigrants working in the U.S. should be:,1817,Deported to home country,84,13,3,Indiana
29,How do things work in the U.S. today?,1817,Whites are favored,22,73,5,Indiana
29,How do things work in the U.S. today?,1817,Minorities are favored,82,15,3,Indiana
29,How do things work in the U.S. today?,1817,No group is favored,62,32,6,Indiana
30,Feelings about the federal government,1817,Enthusiastic,NA,NA,NA,Indiana
30,Feelings about the federal government,1817,Satisfied,29,70,1,Indiana
30,Feelings about the federal government,1817,Dissatisfied,63,32,5,Indiana
30,Feelings about the federal government,1817,Angry,84,10,6,Indiana
31,Feelings about the federal government,1817,Enthusiastic/Satisfied,28,71,1,Indiana
31,Feelings about the federal government,1817,Dissatisfied/Angry,69,26,5,Indiana
32,Opinion of Barack Obama as president,1817,Strongly approve,6,88,6,Indiana
32,Opinion of Barack Obama as president,1817,Somewhat approve,20,61,19,Indiana
32,Opinion of Barack Obama as president,1817,Somewhat disapprove,81,13,6,Indiana
32,Opinion of Barack Obama as president,1817,Strongly disapprove,95,3,2,Indiana
33,Opinion of Barack Obama as president,1817,Approve,13,75,12,Indiana
33,Opinion of Barack Obama as president,1817,Disapprove,92,5,3,Indiana
34,Opinion of Hillary Clinton,1817,Favorable,2,96,2,Indiana
34,Opinion of Hillary Clinton,1817,Unfavorable,81,11,8,Indiana
35,Opinion of Donald Trump,1817,Favorable,94,6,0,Indiana
35,Opinion of Donald Trump,1817,Unfavorable,27,61,12,Indiana
36,Opinion of Clinton and Trump,1817,Both favorable,NA,NA,NA,Indiana
36,Opinion of Clinton and Trump,1817,Only Clinton favorable,1,98,1,Indiana
36,Opinion of Clinton and Trump,1817,Only Trump favorable,96,4,0,Indiana
36,Opinion of Clinton and Trump,1817,Both unfavorable,54,22,24,Indiana
37,Opinion of Mike Pence,1817,Favorable,89,7,4,Indiana
37,Opinion of Mike Pence,1817,Unfavorable,20,70,10,Indiana
38,Is Hillary Clinton honest and trustworthy?,1817,Yes,8,92,0,Indiana
38,Is Hillary Clinton honest and trustworthy?,1817,No,77,18,5,Indiana
39,Is Donald Trump honest and trustworthy?,1817,Yes,93,7,0,Indiana
39,Is Donald Trump honest and trustworthy?,1817,No,30,63,7,Indiana
40,Which candidate is honest?,1817,Both are,NA,NA,NA,Indiana
40,Which candidate is honest?,1817,Only Clinton is,1,99,0,Indiana
40,Which candidate is honest?,1817,Only Trump is,98,2,0,Indiana
40,Which candidate is honest?,1817,Neither is,51,37,12,Indiana
41,Is Clinton qualified to serve as president?,1817,Yes,7,85,8,Indiana
41,Is Clinton qualified to serve as president?,1817,No,90,4,6,Indiana
42,Is Trump qualified to serve as president?,1817,Yes,96,4,0,Indiana
42,Is Trump qualified to serve as president?,1817,No,22,65,13,Indiana
43,Who is qualified to serve as president?,1817,Both are,NA,NA,NA,Indiana
43,Who is qualified to serve as president?,1817,Only Clinton is,1,90,9,Indiana
43,Who is qualified to serve as president?,1817,Only Trump is,98,2,0,Indiana
43,Who is qualified to serve as president?,1817,Neither is,67,12,21,Indiana
44,Does Clinton have the temperament to be president?,1817,Yes,14,81,5,Indiana
44,Does Clinton have the temperament to be president?,1817,No,91,5,4,Indiana
45,Does Trump have the temperament to be president?,1817,Yes,95,5,0,Indiana
45,Does Trump have the temperament to be president?,1817,No,29,64,7,Indiana
46,Which candidate has the right temperament?,1817,Both do,NA,NA,NA,Indiana
46,Which candidate has the right temperament?,1817,Only Clinton does,4,91,5,Indiana
46,Which candidate has the right temperament?,1817,Only Trump does,97,3,0,Indiana
46,Which candidate has the right temperament?,1817,Neither does,80,9,11,Indiana
47,Condition of national economy,1817,Excellent,NA,NA,NA,Indiana
47,Condition of national economy,1817,Good,21,75,4,Indiana
47,Condition of national economy,1817,Not good,72,23,5,Indiana
47,Condition of national economy,1817,Poor,91,7,2,Indiana
48,Condition of national economy,1817,Good,23,74,3,Indiana
48,Condition of national economy,1817,Poor,76,19,5,Indiana
49,Financial situation compared to four years ago:,1817,Better today,36,60,4,Indiana
49,Financial situation compared to four years ago:,1817,Worse today,86,12,2,Indiana
49,Financial situation compared to four years ago:,1817,About the same,61,33,6,Indiana
50,Life for the next generation of Americans will be:,1817,Better than today,63,35,2,Indiana
50,Life for the next generation of Americans will be:,1817,Worse than today,73,20,7,Indiana
50,Life for the next generation of Americans will be:,1817,About the same,42,48,10,Indiana
51,Vote for president in a two-way race,1817,Clinton,3,95,2,Indiana
51,Vote for president in a two-way race,1817,Trump,95,2,3,Indiana
51,Vote for president in a two-way race,1817,Would not vote,NA,NA,NA,Indiana
52,Area type,1817,Urban area,50,46,4,Indiana
52,Area type,1817,Suburban area,59,36,5,Indiana
52,Area type,1817,Rural area,65,30,5,Indiana
53,Region,1817,Northwest,43,52,5,Indiana
53,Region,1817,North / Central,66,30,4,Indiana
53,Region,1817,Marion County,37,57,6,Indiana
53,Region,1817,Indianapolis Area,63,31,6,Indiana
53,Region,1817,South,63,32,5,Indiana
1,Gender,2972,Male,61,33,6,Iowa
1,Gender,2972,Female,44,51,5,Iowa
2,Age,2972,18-29,48,42,10,Iowa
2,Age,2972,30-44,52,38,10,Iowa
2,Age,2972,45-64,53,43,4,Iowa
2,Age,2972,65 and older,51,47,2,Iowa
3,Age,2972,18-24,39,48,13,Iowa
3,Age,2972,25-29,58,34,8,Iowa
3,Age,2972,30-39,49,39,12,Iowa
3,Age,2972,40-49,60,35,5,Iowa
3,Age,2972,50-64,51,46,3,Iowa
3,Age,2972,65 and older,51,47,2,Iowa
4,Age,2972,18-44,50,40,10,Iowa
4,Age,2972,45 and older,52,44,4,Iowa
5,Race,2972,White,54,40,6,Iowa
5,Race,2972,Black,NA,NA,NA,Iowa
5,Race,2972,Latino,26,63,11,Iowa
5,Race,2972,Asian,NA,NA,NA,Iowa
5,Race,2972,Other race,NA,NA,NA,Iowa
6,Race,2972,White,54,40,6,Iowa
6,Race,2972,Non-white,25,63,12,Iowa
7,Race and gender,2972,White men,64,31,5,Iowa
7,Race and gender,2972,White women,46,49,5,Iowa
7,Race and gender,2972,Black men,NA,NA,NA,Iowa
7,Race and gender,2972,Black women,NA,NA,NA,Iowa
7,Race and gender,2972,Latino men,NA,NA,NA,Iowa
7,Race and gender,2972,Latino women,NA,NA,NA,Iowa
7,Race and gender,2972,Others,NA,NA,NA,Iowa
8,Education,2972,High school or less,51,44,5,Iowa
8,Education,2972,Some college,56,38,6,Iowa
8,Education,2972,College graduate,53,40,7,Iowa
8,Education,2972,Postgraduate,36,57,7,Iowa
9,Are you a college graduate?,2972,Yes,48,46,6,Iowa
9,Are you a college graduate?,2972,No,54,40,6,Iowa
10,Education and race,2972,White college graduates,49,44,7,Iowa
10,Education and race,2972,Whites no degree,58,38,4,Iowa
10,Education and race,2972,Non-whites college grads,NA,NA,NA,Iowa
10,Education and race,2972,Non-whites no degree,23,62,15,Iowa
11,Education among whites by sex,2972,White college-grad women,41,52,7,Iowa
11,Education among whites by sex,2972,White non-college women,49,47,4,Iowa
11,Education among whites by sex,2972,White college-grad men,60,33,7,Iowa
11,Education among whites by sex,2972,White non-college men,67,29,4,Iowa
11,Education among whites by sex,2972,Non-whites,25,63,12,Iowa
12,Income,2972,"Under $30,000",39,48,13,Iowa
12,Income,2972,"$30K-$49,999",37,56,7,Iowa
12,Income,2972,"$50K-$99,999",55,39,6,Iowa
12,Income,2972,"$100K-$199,999",49,43,8,Iowa
12,Income,2972,"$200K-$249,999",NA,NA,NA,Iowa
12,Income,2972,"$250,000 or more",NA,NA,NA,Iowa
13,Income,2972,Under $50K,38,52,10,Iowa
13,Income,2972,$50K-$100K,55,39,6,Iowa
13,Income,2972,$100K or more,51,43,6,Iowa
14,Income,2972,Under $50K,38,52,10,Iowa
14,Income,2972,$50K or more,53,41,6,Iowa
15,Income,2972,Under $100K,46,46,8,Iowa
15,Income,2972,$100K or more,51,43,6,Iowa
16,Party ID,2972,Democrats,10,88,2,Iowa
16,Party ID,2972,Republicans,90,6,4,Iowa
16,Party ID,2972,Independents,51,38,11,Iowa
17,Party by gender,2972,Democratic men,13,85,2,Iowa
17,Party by gender,2972,Democratic women,7,90,3,Iowa
17,Party by gender,2972,Republican men,92,5,3,Iowa
17,Party by gender,2972,Republican women,88,7,5,Iowa
17,Party by gender,2972,Independent men,61,26,13,Iowa
17,Party by gender,2972,Independent women,42,50,8,Iowa
18,Ideology,2972,Liberal,12,81,7,Iowa
18,Ideology,2972,Moderate,42,51,7,Iowa
18,Ideology,2972,Conservative,84,11,5,Iowa
19,Religion,2972,Protestant,63,31,6,Iowa
19,Religion,2972,Catholic,56,42,2,Iowa
19,Religion,2972,Jewish,NA,NA,NA,Iowa
19,Religion,2972,Another religion,NA,NA,NA,Iowa
19,Religion,2972,No religion,22,65,13,Iowa
20,How often do you attend religious services?,2972,Weekly or more,61,33,6,Iowa
20,How often do you attend religious services?,2972,Monthly,71,26,3,Iowa
20,How often do you attend religious services?,2972,Few times a year,48,46,6,Iowa
20,How often do you attend religious services?,2972,Never,25,65,10,Iowa
21,How often do you attend religious services?,2972,Monthly or more,65,30,5,Iowa
21,How often do you attend religious services?,2972,Less often than that,38,54,8,Iowa
22,White born-again or evangelical Christian?,2972,Yes,70,25,5,Iowa
22,White born-again or evangelical Christian?,2972,No,42,51,7,Iowa
23,Marital status,2972,Married,58,38,4,Iowa
23,Marital status,2972,Unmarried,43,54,3,Iowa
24,Marital status by gender,2972,Married men,67,30,3,Iowa
24,Marital status by gender,2972,Married women,50,45,5,Iowa
24,Marital status by gender,2972,Unmarried men,54,40,6,Iowa
24,Marital status by gender,2972,Unmarried women,34,64,2,Iowa
25,Served in the U.S. military,2972,Veterans,61,31,8,Iowa
25,Served in the U.S. military,2972,Non-veterans,46,46,8,Iowa
26,When did you decide presidential vote?,2972,Last few days,56,34,10,Iowa
26,When did you decide presidential vote?,2972,Last week,NA,NA,NA,Iowa
26,When did you decide presidential vote?,2972,In October,51,35,14,Iowa
26,When did you decide presidential vote?,2972,In September,55,37,8,Iowa
26,When did you decide presidential vote?,2972,Before September,46,49,5,Iowa
27,When did you decide presidential vote?,2972,In the last week,54,34,12,Iowa
27,When did you decide presidential vote?,2972,Before that,48,45,7,Iowa
28,When did you decide presidential vote?,2972,In the last month,53,35,12,Iowa
28,When did you decide presidential vote?,2972,Before that,47,47,6,Iowa
29,Opinion of presidential candidate you voted for,2972,Strongly favor ,52,45,3,Iowa
29,Opinion of presidential candidate you voted for,2972,Have reservations,58,39,3,Iowa
29,Opinion of presidential candidate you voted for,2972,Dislike opponents,52,33,15,Iowa
30,Most important issue facing the country,2972,Foreign policy,30,62,8,Iowa
30,Most important issue facing the country,2972,Immigration,80,18,2,Iowa
30,Most important issue facing the country,2972,Economy,46,46,8,Iowa
30,Most important issue facing the country,2972,Terrorism,57,36,7,Iowa
31,Which candidate quality mattered most?,2972,Cares about me,33,57,10,Iowa
31,Which candidate quality mattered most?,2972,Can bring change,87,10,3,Iowa
31,Which candidate quality mattered most?,2972,Right experience,8,87,5,Iowa
31,Which candidate quality mattered most?,2972,Good judgment,28,58,14,Iowa
32,Illegal immigrants working in the U.S. should be:,2972,Offered legal status,35,60,5,Iowa
32,Illegal immigrants working in the U.S. should be:,2972,Deported to home country,88,10,2,Iowa
33,Do you think immigrants to the U.S. today:,2972,Help the country,33,60,7,Iowa
33,Do you think immigrants to the U.S. today:,2972,Hurt the country,82,16,2,Iowa
34,Effect of international trade,2972,Creates U.S. jobs,47,48,5,Iowa
34,Effect of international trade,2972,Takes away U.S. jobs,66,29,5,Iowa
34,Effect of international trade,2972,Does not affect jobs,NA,NA,NA,Iowa
35,How do things work in the U.S. today?,2972,Whites are favored,22,74,4,Iowa
35,How do things work in the U.S. today?,2972,Minorities are favored,84,15,1,Iowa
35,How do things work in the U.S. today?,2972,No group is favored,58,36,6,Iowa
36,Feelings about the federal government,2972,Enthusiastic,NA,NA,NA,Iowa
36,Feelings about the federal government,2972,Satisfied,22,74,4,Iowa
36,Feelings about the federal government,2972,Dissatisfied,59,33,8,Iowa
36,Feelings about the federal government,2972,Angry,81,11,8,Iowa
37,Feelings about the federal government,2972,Enthusiastic/Satisfied,21,75,4,Iowa
37,Feelings about the federal government,2972,Dissatisfied/Angry,67,26,7,Iowa
38,Opinion of Barack Obama as president,2972,Strongly approve,2,95,3,Iowa
38,Opinion of Barack Obama as president,2972,Somewhat approve,20,64,16,Iowa
38,Opinion of Barack Obama as president,2972,Somewhat disapprove,72,14,14,Iowa
38,Opinion of Barack Obama as president,2972,Strongly disapprove,96,1,3,Iowa
39,Opinion of Barack Obama as president,2972,Approve,11,80,9,Iowa
39,Opinion of Barack Obama as president,2972,Disapprove,89,5,6,Iowa
40,Should the next president:,2972,Continue Obama's policies,5,94,1,Iowa
40,Should the next president:,2972,Be more conservative,86,10,4,Iowa
40,Should the next president:,2972,Be more liberal,34,61,5,Iowa
41,Opinion of Hillary Clinton,2972,Favorable,0,96,4,Iowa
41,Opinion of Hillary Clinton,2972,Unfavorable,81,8,11,Iowa
42,Opinion of Donald Trump,2972,Favorable,97,2,1,Iowa
42,Opinion of Donald Trump,2972,Unfavorable,15,73,12,Iowa
43,Opinion of Clinton and Trump,2972,Both favorable,NA,NA,NA,Iowa
43,Opinion of Clinton and Trump,2972,Only Clinton favorable,0,96,4,Iowa
43,Opinion of Clinton and Trump,2972,Only Trump favorable,99,1,0,Iowa
43,Opinion of Clinton and Trump,2972,Both unfavorable,45,24,31,Iowa
44,Is Hillary Clinton honest and trustworthy?,2972,Yes,7,91,2,Iowa
44,Is Hillary Clinton honest and trustworthy?,2972,No,78,13,9,Iowa
45,Is Donald Trump honest and trustworthy?,2972,Yes,97,1,2,Iowa
45,Is Donald Trump honest and trustworthy?,2972,No,22,68,10,Iowa
46,Which candidate is honest?,2972,Both are,NA,NA,NA,Iowa
46,Which candidate is honest?,2972,Only Clinton is,1,98,1,Iowa
46,Which candidate is honest?,2972,Only Trump is,98,NA,NA,Iowa
46,Which candidate is honest?,2972,Neither is,47,32,21,Iowa
47,Does Clinton have the temperament to be president?,2972,Yes,15,78,7,Iowa
47,Does Clinton have the temperament to be president?,2972,No,92,1,7,Iowa
48,Does Trump have the temperament to be president?,2972,Yes,98,0,2,Iowa
48,Does Trump have the temperament to be president?,2972,No,17,72,11,Iowa
49,Which candidate has the right temperament?,2972,Both do,NA,NA,NA,Iowa
49,Which candidate has the right temperament?,2972,Only Clinton does,4,89,7,Iowa
49,Which candidate has the right temperament?,2972,Only Trump does,99,NA,NA,Iowa
49,Which candidate has the right temperament?,2972,Neither does,69,5,26,Iowa
50,Is Clinton qualified to serve as president?,2972,Yes,7,88,5,Iowa
50,Is Clinton qualified to serve as president?,2972,No,85,5,10,Iowa
51,Is Trump qualified to serve as president?,2972,Yes,97,2,1,Iowa
51,Is Trump qualified to serve as president?,2972,No,14,74,12,Iowa
52,Who is qualified to serve as president?,2972,Both are,NA,NA,NA,Iowa
